chr,strand,coordinate,region,region_start,region_end,gene
Chr1,+,2565322,3UTR,2564887,2565673,LOC_Os01g05420
Chr1,+,2569588,3UTR,2569351,2570329,LOC_Os01g05430
Chr1,+,2569741,3UTR,2569351,2570329,LOC_Os01g05430
Chr1,+,2569925,3UTR,2569351,2570329,LOC_Os01g05430
Chr1,+,2570127,3UTR,2569351,2570329,LOC_Os01g05430
Chr1,-,2569843,3UTR,2569424,2570071,LOC_Os01g05440
Chr1,-,2572752,3UTR,2572401,2573048,LOC_Os01g05450
Chr1,-,2574971,3UTR,2574935,2575582,LOC_Os01g05460
Chr1,-,2575181,3UTR,2574935,2575582,LOC_Os01g05460
Chr1,-,2575358,3UTR,2574935,2575582,LOC_Os01g05460
Chr1,-,2579343,3UTR,2579252,2579910,LOC_Os01g05470
Chr1,-,2579432,3UTR,2579252,2579910,LOC_Os01g05470
Chr1,-,2579564,3UTR,2579252,2579910,LOC_Os01g05470
Chr1,-,2580689,CDS,2580580,2580858,LOC_Os01g05470
Chr1,-,2584985,3UTR,2584686,2585331,LOC_Os01g05480
Chr1,-,2585178,3UTR,2584686,2585331,LOC_Os01g05480
Chr1,-,2589538,3UTR,2589237,2590073,LOC_Os01g05490
Chr1,-,2589834,3UTR,2589237,2590073,LOC_Os01g05490
Chr1,+,2600567,intron,2599925,2600755,LOC_Os01g05500
Chr1,+,2601686,CDS,2600756,2601844,LOC_Os01g05500
Chr1,+,2608018,CDS,2607558,2608197,LOC_Os01g05500
Chr1,+,2609247,intron,2608198,2609365,LOC_Os01g05500
Chr1,+,2612758,3UTR,2612506,2613165,LOC_Os01g05500
Chr1,-,2613671,3UTR,2613356,2614004,LOC_Os01g05510
Chr1,-,2614077,intron,2614005,2614323,LOC_Os01g05510
Chr1,-,2614140,intron,2614005,2614323,LOC_Os01g05510
Chr1,-,2614776,intron,2614679,2615044,LOC_Os01g05510
Chr1,+,2637830,3UTR,2637449,2638381,LOC_Os01g05530
Chr1,+,2638097,3UTR,2637449,2638381,LOC_Os01g05530
Chr1,-,2641018,3UTR,2640637,2641281,LOC_Os01g05540
Chr1,+,2655566,3UTR,2655283,2655939,LOC_Os01g05560
Chr1,+,2655730,3UTR,2655283,2655939,LOC_Os01g05560
Chr1,-,2665084,3UTR,2664764,2665411,LOC_Os01g05585
Chr1,-,2665235,3UTR,2664764,2665411,LOC_Os01g05585
Chr1,+,2675154,3UTR,2674941,2675673,LOC_Os01g05610
Chr1,+,2675352,3UTR,2674941,2675673,LOC_Os01g05610
Chr1,+,2687369,3UTR,2687264,2688000,LOC_Os01g05630
Chr1,+,2687510,3UTR,2687264,2688000,LOC_Os01g05630
Chr1,+,2687698,3UTR,2687264,2688000,LOC_Os01g05630
Chr1,-,2693204,3UTR,2692834,2693528,LOC_Os01g05650
Chr1,-,2699010,3UTR,2698634,2699346,LOC_Os01g05660
Chr1,-,2699264,3UTR,2698634,2699346,LOC_Os01g05660
Chr1,-,2704144,intron,2703159,2704376,LOC_Os01g05660
Chr1,-,2707500,3UTR,2707198,2707915,LOC_Os01g05670
Chr1,-,2707698,3UTR,2707198,2707915,LOC_Os01g05670
Chr1,+,2721077,3UTR,2720874,2721521,LOC_Os01g05694
Chr1,+,2721245,3UTR,2720874,2721521,LOC_Os01g05694
Chr1,+,2724697,intron,2724590,2724726,LOC_Os01g05710
Chr1,+,2725269,3UTR,2724798,2725445,LOC_Os01g05710
Chr1,+,2747367,3UTR,2747205,2747739,LOC_Os01g05744
Chr1,+,2755365,intron,2755080,2756794,LOC_Os01g05770
Chr1,+,2768400,3UTR,2768161,2768944,LOC_Os01g05790
Chr1,+,2768645,3UTR,2768161,2768944,LOC_Os01g05790
Chr1,+,2768940,3UTR,2768161,2768944,LOC_Os01g05790
Chr1,+,2774098,3UTR,2773746,2774909,LOC_Os01g05800
Chr1,+,2781451,3UTR,2781331,2782075,LOC_Os01g05810
Chr1,+,2781604,3UTR,2781331,2782075,LOC_Os01g05810
Chr1,+,2781724,3UTR,2781331,2782075,LOC_Os01g05810
Chr1,+,2783722,intron,2783651,2784777,LOC_Os01g05820
Chr1,+,2790578,3UTR,2790455,2791102,LOC_Os01g05820
Chr1,+,2792379,intron,2792174,2792920,LOC_Os01g05830
Chr1,+,2795487,3UTR,2795347,2796165,LOC_Os01g05830
Chr1,+,2795636,3UTR,2795347,2796165,LOC_Os01g05830
Chr1,+,2795858,3UTR,2795347,2796165,LOC_Os01g05830
Chr1,+,2803702,3UTR,2803472,2804042,LOC_Os01g05840
Chr1,-,2804073,intron,2803963,2804457,LOC_Os01g05850
Chr1,-,2804225,intron,2803963,2804457,LOC_Os01g05850
Chr1,+,2808168,3UTR,2807452,2808452,LOC_Os01g05860
Chr1,-,2817470,3UTR,2817002,2817649,LOC_Os01g05890
Chr1,-,2820091,3UTR,2819736,2820234,LOC_Os01g05900
Chr1,-,2828357,intron,2820720,2838530,LOC_Os01g05900
Chr1,-,2830078,intron,2820720,2838530,LOC_Os01g05900
Chr1,-,2837849,intron,2820720,2838530,LOC_Os01g05900
Chr1,+,2843389,3UTR,2843286,2843814,LOC_Os01g05960
Chr1,+,2843486,3UTR,2843286,2843814,LOC_Os01g05960
Chr1,-,2844502,3UTR,2844129,2844796,LOC_Os01g05970
Chr1,-,2846994,intron,2844797,2857735,LOC_Os01g05970
Chr1,-,2847164,intron,2844797,2857735,LOC_Os01g05970
Chr1,-,2847474,intron,2844797,2857735,LOC_Os01g05970
Chr1,-,2851764,intron,2844797,2857735,LOC_Os01g05970
Chr1,-,2856196,intron,2844797,2857735,LOC_Os01g05970
Chr1,-,2857165,intron,2844797,2857735,LOC_Os01g05970
Chr1,-,2857413,intron,2844797,2857735,LOC_Os01g05970
Chr1,-,2862519,3UTR,2862260,2862773,LOC_Os01g06000
Chr1,-,2862583,3UTR,2862260,2862773,LOC_Os01g06000
Chr1,-,2863667,intron,2863392,2864430,LOC_Os01g06000
Chr1,+,2872847,3UTR,2872656,2873288,LOC_Os01g06010
Chr1,+,2882402,3UTR,2882348,2882986,LOC_Os01g06020
Chr1,+,2882524,3UTR,2882348,2882986,LOC_Os01g06020
Chr1,+,2882675,3UTR,2882348,2882986,LOC_Os01g06020
Chr1,-,2892919,3UTR,2892619,2893281,LOC_Os01g06050
Chr1,+,2898066,3UTR,2897945,2898369,LOC_Os01g06060
Chr1,-,2903068,intron,2902198,2903556,LOC_Os01g06080
Chr1,+,2925022,3UTR,2924803,2925324,LOC_Os01g06130
Chr1,+,2928672,3UTR,2928252,2929065,LOC_Os01g06140
Chr1,+,2932955,3UTR,2932754,2933192,LOC_Os01g06150
Chr1,-,2957169,3UTR,2956766,2957395,LOC_Os01g06220
Chr1,-,2957254,3UTR,2956766,2957395,LOC_Os01g06220
Chr1,+,2961619,3UTR,2961470,2962117,LOC_Os01g06230
Chr1,-,2962233,3UTR,2961774,2962421,LOC_Os01g06240
Chr1,-,2963717,CDS,2962422,2964917,LOC_Os01g06240
Chr1,+,2967478,3UTR,2967347,2967994,LOC_Os01g06250
Chr1,-,2971129,3UTR,2970825,2971368,LOC_Os01g06270
Chr1,-,2971217,3UTR,2970825,2971368,LOC_Os01g06270
Chr1,-,2971345,3UTR,2970825,2971368,LOC_Os01g06270
Chr1,-,2977667,intron,2977236,2977954,LOC_Os01g06270
Chr1,-,2978682,intron,2978617,2979217,LOC_Os01g06270
Chr1,+,2986161,3UTR,2985954,2987268,LOC_Os01g06280
Chr1,-,2986155,3UTR,2985056,2986562,LOC_Os01g06290
Chr1,-,2986328,3UTR,2985056,2986562,LOC_Os01g06290
Chr1,+,3001199,3UTR,3000935,3001504,LOC_Os01g06310
Chr1,-,3003776,3UTR,3003358,3004095,LOC_Os01g06320
Chr1,-,3003859,3UTR,3003358,3004095,LOC_Os01g06320
Chr1,+,3012771,3UTR,3012165,3012812,LOC_Os01g06330
Chr1,-,3013895,3UTR,3013592,3014118,LOC_Os01g06340
Chr1,-,3034043,3UTR,3033580,3034227,LOC_Os01g06410
Chr1,+,3041426,3UTR,3041233,3041880,LOC_Os01g06450
Chr1,-,3041299,3UTR,3041112,3041701,LOC_Os01g06454
Chr1,-,3041486,3UTR,3041112,3041701,LOC_Os01g06454
Chr1,+,3045161,intron,3044899,3046201,LOC_Os01g06460
Chr1,+,3045241,intron,3044899,3046201,LOC_Os01g06460
Chr1,+,3047091,3UTR,3046850,3047521,LOC_Os01g06460
Chr1,+,3052122,3UTR,3051990,3052637,LOC_Os01g06470
Chr1,+,3057186,3UTR,3056943,3057498,LOC_Os01g06490
Chr1,-,3058475,3UTR,3058243,3058655,LOC_Os01g06500
Chr1,-,3058563,3UTR,3058243,3058655,LOC_Os01g06500
Chr1,+,3066087,3UTR,3065925,3066489,LOC_Os01g06510
Chr1,+,3066221,3UTR,3065925,3066489,LOC_Os01g06510
Chr1,-,3067858,3UTR,3067023,3068070,LOC_Os01g06520
Chr1,-,3067948,3UTR,3067023,3068070,LOC_Os01g06520
Chr1,-,3085530,3UTR,3085106,3085820,LOC_Os01g06550
Chr1,-,3091069,3UTR,3090823,3091743,LOC_Os01g06560
Chr1,-,3091133,3UTR,3090823,3091743,LOC_Os01g06560
Chr1,-,3091403,3UTR,3090823,3091743,LOC_Os01g06560
Chr1,-,3091598,3UTR,3090823,3091743,LOC_Os01g06560
Chr1,-,3097333,3UTR,3097046,3097592,LOC_Os01g06580
Chr1,-,3099324,3UTR,3099128,3100508,LOC_Os01g06590
Chr1,-,3099728,3UTR,3099128,3100508,LOC_Os01g06590
Chr1,-,3100039,3UTR,3099128,3100508,LOC_Os01g06590
Chr1,-,3100312,3UTR,3099128,3100508,LOC_Os01g06590
Chr1,-,3101837,intron,3101578,3101957,LOC_Os01g06590
Chr1,-,3108116,3UTR,3107817,3108667,LOC_Os01g06600
Chr1,-,3108296,3UTR,3107817,3108667,LOC_Os01g06600
Chr1,+,3123496,3UTR,3123286,3124369,LOC_Os01g06620
Chr1,+,3123603,3UTR,3123286,3124369,LOC_Os01g06620
Chr1,+,3123955,3UTR,3123286,3124369,LOC_Os01g06620
Chr1,+,3124204,3UTR,3123286,3124369,LOC_Os01g06620
Chr1,+,3124316,3UTR,3123286,3124369,LOC_Os01g06620
Chr1,-,3124372,3UTR,3124051,3124806,LOC_Os01g06630
Chr1,-,3125221,5UTR,3125201,3125325,LOC_Os01g06630
Chr1,+,3130574,3UTR,3130456,3131022,LOC_Os01g06640
Chr1,-,3136188,3UTR,3135804,3136501,LOC_Os01g06660
Chr1,-,3136323,3UTR,3135804,3136501,LOC_Os01g06660
Chr1,-,3139300,intron,3138310,3139597,LOC_Os01g06660
Chr1,-,3151099,intron,3150794,3151257,LOC_Os01g06680
Chr1,-,3151255,intron,3150794,3151257,LOC_Os01g06680
Chr1,+,3185258,3UTR,3185208,3185646,LOC_Os01g06730
Chr1,-,3188670,3UTR,3188457,3189405,LOC_Os01g06740
Chr1,-,3188756,3UTR,3188457,3189405,LOC_Os01g06740
Chr1,-,3188911,3UTR,3188457,3189405,LOC_Os01g06740
Chr1,-,3189128,3UTR,3188457,3189405,LOC_Os01g06740
Chr1,-,3189205,3UTR,3188457,3189405,LOC_Os01g06740
Chr1,-,3189339,3UTR,3188457,3189405,LOC_Os01g06740
Chr1,+,3225691,intron,3225465,3225970,LOC_Os01g06790
Chr1,+,3257900,3UTR,3257797,3258201,LOC_Os01g06876
Chr1,+,3258890,3UTR,3258578,3259193,LOC_Os01g06882
Chr1,+,3258986,3UTR,3258578,3259193,LOC_Os01g06882
Chr1,+,3276431,3UTR,3276417,3277064,LOC_Os01g06900
Chr1,-,3277557,intron,3277357,3277686,LOC_Os01g06910
Chr1,+,3286240,3UTR,3286186,3286657,LOC_Os01g06920
Chr1,+,3286296,3UTR,3286186,3286657,LOC_Os01g06920
Chr1,-,3290725,3UTR,3290113,3290760,LOC_Os01g06960
Chr1,-,3297649,3UTR,3297202,3297849,LOC_Os01g06990
Chr1,-,3297702,3UTR,3297202,3297849,LOC_Os01g06990
Chr1,-,3303292,3UTR,3302875,3303522,LOC_Os01g07010
Chr1,-,3312520,3UTR,3312162,3312669,LOC_Os01g07030
Chr1,-,3314721,3UTR,3314354,3315001,LOC_Os01g07040
Chr1,-,3314792,3UTR,3314354,3315001,LOC_Os01g07040
Chr1,-,3317239,3UTR,3316906,3317553,LOC_Os01g07050
Chr1,-,3317408,3UTR,3316906,3317553,LOC_Os01g07050
Chr1,-,3320219,3UTR,3319803,3320450,LOC_Os01g07060
Chr1,+,3327184,3UTR,3327141,3327345,LOC_Os01g07070
Chr1,+,3327507,intron,3327346,3327722,LOC_Os01g07070
Chr1,+,3328319,3UTR,3327723,3328556,LOC_Os01g07070
Chr1,-,3328590,3UTR,3328233,3328726,LOC_Os01g07080
Chr1,-,3332967,3UTR,3332652,3333237,LOC_Os01g07090
Chr1,+,3343221,3UTR,3342887,3343534,LOC_Os01g07100
Chr1,+,3357038,intron,3356829,3357444,LOC_Os01g07120
Chr1,+,3358104,CDS,3357445,3358222,LOC_Os01g07120
Chr1,+,3358427,3UTR,3358223,3359348,LOC_Os01g07120
Chr1,+,3358566,3UTR,3358223,3359348,LOC_Os01g07120
Chr1,+,3360789,3UTR,3359839,3361504,LOC_Os01g07120
Chr1,+,3361206,3UTR,3359839,3361504,LOC_Os01g07120
Chr1,+,3361303,3UTR,3359839,3361504,LOC_Os01g07120
Chr1,-,3358533,3UTR,3358221,3358686,LOC_Os01g07130
Chr1,-,3361999,3UTR,3361663,3362459,LOC_Os01g07140
Chr1,-,3362087,3UTR,3361663,3362459,LOC_Os01g07140
Chr1,+,3377217,3UTR,3377106,3377505,LOC_Os01g07150
Chr1,-,3386591,3UTR,3386259,3386906,LOC_Os01g07170
Chr1,-,3386811,3UTR,3386259,3386906,LOC_Os01g07170
Chr1,+,3400519,3UTR,3400187,3400818,LOC_Os01g07200
Chr1,+,3403949,intron,3403224,3406197,LOC_Os01g07212
Chr1,+,3407456,3UTR,3407359,3408006,LOC_Os01g07212
Chr1,+,3407694,3UTR,3407359,3408006,LOC_Os01g07212
Chr1,-,3414865,3UTR,3414359,3415126,LOC_Os01g07240
Chr1,+,3425515,3UTR,3425172,3425859,LOC_Os01g07250
Chr1,+,3425574,3UTR,3425172,3425859,LOC_Os01g07250
Chr1,-,3425739,3UTR,3425437,3425950,LOC_Os01g07260
Chr1,-,3425788,3UTR,3425437,3425950,LOC_Os01g07260
Chr1,-,3432341,intron,3431957,3432585,LOC_Os01g07280
Chr1,+,3446395,3UTR,3446301,3446907,LOC_Os01g07300
Chr1,+,3446615,3UTR,3446301,3446907,LOC_Os01g07300
Chr1,-,3446936,3UTR,3446636,3447294,LOC_Os01g07310
Chr1,+,3456186,3UTR,3456060,3456707,LOC_Os01g07320
Chr1,-,3456148,3UTR,3455900,3456414,LOC_Os01g07330
Chr1,-,3456868,intron,3456415,3457062,LOC_Os01g07330
Chr1,-,3465544,3UTR,3464986,3465633,LOC_Os01g07340
Chr1,-,3467985,3UTR,3467558,3468351,LOC_Os01g07350
Chr1,-,3473763,3UTR,3473460,3474095,LOC_Os01g07360
Chr1,-,3473860,3UTR,3473460,3474095,LOC_Os01g07360
Chr1,-,3473981,3UTR,3473460,3474095,LOC_Os01g07360
Chr1,-,3479455,3UTR,3479038,3479659,LOC_Os01g07370
Chr1,-,3479603,3UTR,3479038,3479659,LOC_Os01g07370
Chr1,-,3489347,3UTR,3489010,3489738,LOC_Os01g07376
Chr1,-,3493296,3UTR,3492919,3493500,LOC_Os01g07382
Chr1,-,3493412,3UTR,3492919,3493500,LOC_Os01g07382
Chr1,+,3504756,3UTR,3504423,3505133,LOC_Os01g07390
Chr1,+,3506481,intron,3505871,3506667,LOC_Os01g07400
Chr1,+,3510330,3UTR,3510031,3510831,LOC_Os01g07400
Chr1,+,3515887,3UTR,3515338,3516202,LOC_Os01g07410
Chr1,-,3516662,3UTR,3516358,3517005,LOC_Os01g07420
Chr1,-,3516765,3UTR,3516358,3517005,LOC_Os01g07420
Chr1,-,3520574,3UTR,3520130,3520777,LOC_Os01g07430
Chr1,+,3533899,3UTR,3533750,3534397,LOC_Os01g07450
Chr1,-,3551066,3UTR,3550744,3551305,LOC_Os01g07480
Chr1,-,3559528,3UTR,3559432,3559940,LOC_Os01g07490
Chr1,-,3559735,3UTR,3559432,3559940,LOC_Os01g07490
Chr1,-,3565255,intron,3564408,3565362,LOC_Os01g07490
Chr1,-,3577480,3UTR,3577166,3577988,LOC_Os01g07500
Chr1,-,3577556,3UTR,3577166,3577988,LOC_Os01g07500
Chr1,-,3577696,3UTR,3577166,3577988,LOC_Os01g07500
Chr1,-,3591826,3UTR,3591511,3592170,LOC_Os01g07520
Chr1,-,3598453,3UTR,3598118,3598651,LOC_Os01g07530
Chr1,-,3600369,intron,3599762,3600618,LOC_Os01g07530
Chr1,+,3615702,3UTR,3615469,3616064,LOC_Os01g07540
Chr1,+,3625357,3UTR,3624997,3625656,LOC_Os01g07560
Chr1,+,3625522,3UTR,3624997,3625656,LOC_Os01g07560
Chr1,-,3633312,3UTR,3632975,3633811,LOC_Os01g07570
Chr1,+,3648397,intron,3648327,3649254,LOC_Os01g07590
Chr1,+,3648483,intron,3648327,3649254,LOC_Os01g07590
Chr1,+,3650606,3UTR,3650363,3651010,LOC_Os01g07590
Chr1,+,3650692,3UTR,3650363,3651010,LOC_Os01g07590
Chr1,+,3656323,3UTR,3655816,3656779,LOC_Os01g07600
Chr1,+,3664221,3UTR,3663950,3664619,LOC_Os01g07610
Chr1,+,3664320,3UTR,3663950,3664619,LOC_Os01g07610
Chr1,-,3665003,3UTR,3664742,3665348,LOC_Os01g07620
Chr1,-,3665073,3UTR,3664742,3665348,LOC_Os01g07620
Chr1,-,3667505,3UTR,3667139,3667751,LOC_Os01g07630
Chr1,-,3667570,3UTR,3667139,3667751,LOC_Os01g07630
Chr1,-,3671562,intron,3671490,3671604,LOC_Os01g07630
Chr1,-,3695940,3UTR,3695842,3696385,LOC_Os01g07700
Chr1,-,3695997,3UTR,3695842,3696385,LOC_Os01g07700
Chr1,-,3696154,3UTR,3695842,3696385,LOC_Os01g07700
Chr1,-,3705245,3UTR,3705120,3705775,LOC_Os01g07720
Chr1,-,3705423,3UTR,3705120,3705775,LOC_Os01g07720
Chr1,-,3705510,3UTR,3705120,3705775,LOC_Os01g07720
Chr1,+,3713645,3UTR,3713407,3713953,LOC_Os01g07730
Chr1,-,3713770,3UTR,3713387,3714108,LOC_Os01g07740
Chr1,-,3718312,intron,3718277,3718431,LOC_Os01g07740
Chr1,-,3720137,3UTR,3719815,3720399,LOC_Os01g07750
Chr1,-,3722496,intron,3722349,3722780,LOC_Os01g07750
Chr1,-,3724210,3UTR,3724014,3724982,LOC_Os01g07760
Chr1,-,3724709,3UTR,3724014,3724982,LOC_Os01g07760
Chr1,+,3734204,3UTR,3733931,3734578,LOC_Os01g07770
Chr1,+,3736783,3UTR,3736581,3737128,LOC_Os01g07780
Chr1,-,3740367,3UTR,3738851,3741115,LOC_Os01g07800
Chr1,-,3740663,3UTR,3738851,3741115,LOC_Os01g07800
Chr1,-,3740738,3UTR,3738851,3741115,LOC_Os01g07800
Chr1,-,3742767,3UTR,3742394,3742948,LOC_Os01g07810
Chr1,+,3782045,3UTR,3781889,3782304,LOC_Os01g07850
Chr1,+,3810450,3UTR,3810254,3811330,LOC_Os01g07870
Chr1,+,3810721,3UTR,3810254,3811330,LOC_Os01g07870
Chr1,-,3811047,3UTR,3810849,3811289,LOC_Os01g07880
Chr1,-,3818049,3UTR,3817746,3818368,LOC_Os01g07890
Chr1,-,3818247,3UTR,3817746,3818368,LOC_Os01g07890
Chr1,-,3819098,3UTR,3818767,3819285,LOC_Os01g07900
Chr1,-,3820318,3UTR,3819868,3820478,LOC_Os01g07910
Chr1,-,3827097,3UTR,3826742,3827256,LOC_Os01g07920
Chr1,-,3830493,3UTR,3830192,3830797,LOC_Os01g07930
Chr1,-,3835420,3UTR,3834829,3835550,LOC_Os01g07940
Chr1,+,3845438,3UTR,3845222,3845841,LOC_Os01g07950
Chr1,-,3846282,3UTR,3845881,3846636,LOC_Os01g07960
Chr1,-,3850051,intron,3849552,3850096,LOC_Os01g07960
Chr1,-,3855217,3UTR,3854746,3855507,LOC_Os01g07970
Chr1,-,3858587,3UTR,3858176,3858823,LOC_Os01g07980
Chr1,+,3877395,intron,3877286,3877646,LOC_Os01g08010
Chr1,+,3877732,3UTR,3877663,3877735,LOC_Os01g08010
Chr1,+,3878059,intron,3877736,3878125,LOC_Os01g08010
Chr1,+,3878460,3UTR,3878126,3878759,LOC_Os01g08010
Chr1,-,3878055,3UTR,3877769,3878336,LOC_Os01g08020
Chr1,-,3893951,intron,3879708,3895928,LOC_Os01g08020
Chr1,+,3920449,3UTR,3920306,3920758,LOC_Os01g08090
Chr1,+,3923283,3UTR,3923135,3923782,LOC_Os01g08100
Chr1,+,3926324,3UTR,3926099,3926856,LOC_Os01g08110
Chr1,+,3926397,3UTR,3926099,3926856,LOC_Os01g08110
Chr1,+,3926538,3UTR,3926099,3926856,LOC_Os01g08110
Chr1,-,3927528,CDS,3927450,3929447,LOC_Os01g08120
Chr1,+,3939117,3UTR,3938913,3939560,LOC_Os01g08140
Chr1,-,3939132,3UTR,3938831,3939388,LOC_Os01g08150
Chr1,+,3955224,3UTR,3954932,3955791,LOC_Os01g08160
Chr1,+,3955455,3UTR,3954932,3955791,LOC_Os01g08160
Chr1,+,3962123,3UTR,3961904,3962425,LOC_Os01g08170
Chr1,+,3978157,intron,3977831,3978523,LOC_Os01g08190
Chr1,+,3979097,intron,3979042,3979501,LOC_Os01g08190
Chr1,+,3984751,3UTR,3984479,3985222,LOC_Os01g08190
Chr1,+,3995060,3UTR,3994999,3995698,LOC_Os01g08200
Chr1,+,3995340,3UTR,3994999,3995698,LOC_Os01g08200
Chr1,-,4003204,3UTR,4003011,4003658,LOC_Os01g08220
Chr1,-,4003296,3UTR,4003011,4003658,LOC_Os01g08220
Chr1,-,4003413,3UTR,4003011,4003658,LOC_Os01g08220
Chr1,-,4033753,3UTR,4033451,4034076,LOC_Os01g08260
Chr1,-,4033950,3UTR,4033451,4034076,LOC_Os01g08260
Chr1,-,4051794,3UTR,4051556,4052256,LOC_Os01g08270
Chr1,-,4051880,3UTR,4051556,4052256,LOC_Os01g08270
Chr1,-,4052192,3UTR,4051556,4052256,LOC_Os01g08270
Chr1,-,4056842,intron,4056525,4057026,LOC_Os01g08270
Chr1,+,4060303,intron,4059879,4060484,LOC_Os01g08280
Chr1,+,4063093,3UTR,4062889,4063490,LOC_Os01g08280
Chr1,+,4066351,3UTR,4066015,4066674,LOC_Os01g08290
Chr1,-,4066449,3UTR,4065975,4066622,LOC_Os01g08300
Chr1,-,4068433,3UTR,4068317,4068862,LOC_Os01g08310
Chr1,-,4068617,3UTR,4068317,4068862,LOC_Os01g08310
Chr1,-,4073696,3UTR,4073376,4074312,LOC_Os01g08320
Chr1,-,4074101,3UTR,4073376,4074312,LOC_Os01g08320
Chr1,+,4094518,3UTR,4094252,4095159,LOC_Os01g08340
Chr1,+,4094616,3UTR,4094252,4095159,LOC_Os01g08340
Chr1,+,4094676,3UTR,4094252,4095159,LOC_Os01g08340
Chr1,+,4094974,3UTR,4094252,4095159,LOC_Os01g08340
Chr1,+,4096037,CDS,4095856,4096117,LOC_Os01g08350
Chr1,+,4099828,intron,4099511,4101461,LOC_Os01g08360
Chr1,+,4108509,3UTR,4108410,4108841,LOC_Os01g08370
Chr1,+,4108642,3UTR,4108410,4108841,LOC_Os01g08370
Chr1,-,4110251,3UTR,4110080,4110689,LOC_Os01g08380
Chr1,-,4110406,3UTR,4110080,4110689,LOC_Os01g08380
Chr1,+,4118711,intron,4118459,4120358,LOC_Os01g08400
Chr1,+,4121171,intron,4120861,4121187,LOC_Os01g08400
Chr1,+,4122268,3UTR,4122082,4122879,LOC_Os01g08400
Chr1,+,4122380,3UTR,4122082,4122879,LOC_Os01g08400
Chr1,+,4122580,3UTR,4122082,4122879,LOC_Os01g08400
Chr1,+,4125845,CDS,4125639,4125985,LOC_Os01g08410
Chr1,+,4126216,3UTR,4125986,4126679,LOC_Os01g08410
Chr1,+,4126652,3UTR,4125986,4126679,LOC_Os01g08410
Chr1,+,4140628,3UTR,4140333,4140933,LOC_Os01g08420
Chr1,+,4140763,3UTR,4140333,4140933,LOC_Os01g08420
Chr1,+,4150094,3UTR,4149831,4150714,LOC_Os01g08430
Chr1,+,4150413,3UTR,4149831,4150714,LOC_Os01g08430
Chr1,+,4150463,3UTR,4149831,4150714,LOC_Os01g08430
Chr1,-,4153076,3UTR,4152564,4153188,LOC_Os01g08440
Chr1,-,4160703,3UTR,4160298,4160945,LOC_Os01g08450
Chr1,-,4167210,3UTR,4166863,4167510,LOC_Os01g08460
Chr1,-,4167350,3UTR,4166863,4167510,LOC_Os01g08460
Chr1,-,4167466,3UTR,4166863,4167510,LOC_Os01g08460
Chr1,-,4175040,3UTR,4174751,4175627,LOC_Os01g08464
Chr1,-,4179017,3UTR,4178859,4179748,LOC_Os01g08470
Chr1,-,4179213,3UTR,4178859,4179748,LOC_Os01g08470
Chr1,-,4179511,3UTR,4178859,4179748,LOC_Os01g08470
Chr1,-,4208554,3UTR,4208253,4208811,LOC_Os01g08510
Chr1,-,4215037,3UTR,4214732,4215512,LOC_Os01g08520
Chr1,-,4231861,3UTR,4231452,4232099,LOC_Os01g08530
Chr1,-,4234578,3UTR,4234214,4234768,LOC_Os01g08540
Chr1,-,4245432,3UTR,4245117,4245713,LOC_Os01g08550
Chr1,+,4257267,intron,4257256,4257828,LOC_Os01g08560
Chr1,+,4259547,3UTR,4259195,4259926,LOC_Os01g08560
Chr1,+,4266947,intron,4266910,4269099,LOC_Os01g08570
Chr1,+,4267033,intron,4266910,4269099,LOC_Os01g08570
Chr1,+,4270226,3UTR,4270135,4270656,LOC_Os01g08570
Chr1,+,4270554,3UTR,4270135,4270656,LOC_Os01g08570
Chr1,-,4272594,3UTR,4272497,4272909,LOC_Os01g08580
Chr1,-,4272801,3UTR,4272497,4272909,LOC_Os01g08580
Chr1,-,4275376,CDS,4275150,4276299,LOC_Os01g08580
Chr1,-,4275466,CDS,4275150,4276299,LOC_Os01g08580
Chr1,-,4281679,3UTR,4281414,4281801,LOC_Os01g08600
Chr1,+,4309848,3UTR,4309679,4310263,LOC_Os01g08650
Chr1,-,4313436,3UTR,4313345,4313970,LOC_Os01g08660
Chr1,-,4313698,3UTR,4313345,4313970,LOC_Os01g08660
Chr1,-,4317839,3UTR,4317674,4318215,LOC_Os01g08670
Chr1,-,4317945,3UTR,4317674,4318215,LOC_Os01g08670
Chr1,-,4318032,3UTR,4317674,4318215,LOC_Os01g08670
Chr1,-,4322734,3UTR,4322427,4322991,LOC_Os01g08680
Chr1,+,4328506,3UTR,4328236,4329163,LOC_Os01g08690
Chr1,+,4328847,3UTR,4328236,4329163,LOC_Os01g08690
Chr1,-,4329417,3UTR,4328852,4329724,LOC_Os01g08700
Chr1,-,4338037,intron,4336763,4338299,LOC_Os01g08700
Chr1,-,4347187,intron,4345400,4347479,LOC_Os01g08710
Chr1,-,4353107,intron,4347648,4355622,LOC_Os01g08710
Chr1,+,4375522,CDS,4375328,4377262,LOC_Os01g08750
Chr1,+,4378872,intron,4378016,4379899,LOC_Os01g08750
Chr1,+,4393108,3UTR,4393046,4393693,LOC_Os01g08750
Chr1,+,4393393,3UTR,4393046,4393693,LOC_Os01g08750
Chr1,+,4397159,3UTR,4397001,4397648,LOC_Os01g08760
Chr1,+,4397416,3UTR,4397001,4397648,LOC_Os01g08760
Chr1,+,4401903,3UTR,4401733,4402381,LOC_Os01g08770
Chr1,-,4402667,3UTR,4402320,4402846,LOC_Os01g08780
